,n_est,loss,estimatorsErrors,estimatorsWeights,estimatorsSampleWeights,learning_rate,averageLoss,kerasEpochs,kerasBatchSize,dropout,nn1,keraslr,input_dim,testLoss,meanTestLoss,fullTestLoss,real_n_est
10,8,exponential,"[0.00020353 0.0004459  0.00255667 0.01367479 0.0474928  0.09865203
 0.07554131 0.13696722]","[4.24975348 3.85748011 2.98324394 2.13921611 1.49925977 1.10614631
 1.25226435 0.92035552]","[array([2.76517719e-07, 2.76836027e-07, 2.76538943e-07, ...,
       2.76573606e-07, 2.76581072e-07, 2.76578850e-07]), array([4.08951713e-07, 4.09723379e-07, 4.08976434e-07, ...,
       4.09088375e-07, 4.09241271e-07, 4.09113868e-07]), array([9.76164804e-07, 9.79291051e-07, 9.76175220e-07, ...,
       9.76716071e-07, 9.77369499e-07, 9.77475996e-07]), array([2.22521084e-06, 2.23762230e-06, 2.22524247e-06, ...,
       2.22672983e-06, 2.22914827e-06, 2.22935681e-06]), array([3.99076091e-06, 4.02582200e-06, 3.99105301e-06, ...,
       3.99384555e-06, 3.99796394e-06, 3.99950674e-06]), array([5.29078741e-06, 5.33823943e-06, 5.29154745e-06, ...,
       5.29560841e-06, 5.30095015e-06, 5.30660355e-06]), array([3.96879004e-06, 4.01006422e-06, 3.96933350e-06, ...,
       3.97243943e-06, 3.97640555e-06, 3.98100560e-06]), array([1.24786784e-05, 1.26084528e-05, 1.24803871e-05, ...,
       1.24901528e-05, 1.25026231e-05, 1.25170866e-05]), array([1.24786784e-05, 1.26084528e-05, 1.24803871e-05, ...,
       1.24901528e-05, 1.25026231e-05, 1.25170866e-05])]",0.5,[],300,10000,0.1,25,0.5,21,1179.2265391993835,0.0914058242926427,5895.767072699747,8
11,8,exponential,"[0.00020257 0.00028957 0.00057769 0.00161066 0.00476448 0.01159079
 0.02602891 0.04617975]","[2.5512713  2.44404571 2.23676722 1.92885009 1.60253715 1.33376577
 1.08665215 0.90838018]","[array([1.51129824e-06, 1.51202951e-06, 1.51140666e-06, ...,
       1.51199763e-06, 1.51146324e-06, 1.51160923e-06]), array([1.68148731e-06, 1.68366297e-06, 1.68151303e-06, ...,
       1.68265730e-06, 1.68215357e-06, 1.68215761e-06]), array([2.06684020e-06, 2.07074175e-06, 2.06684790e-06, ...,
       2.06895972e-06, 2.06796476e-06, 2.06815865e-06]), array([2.80647107e-06, 2.81549680e-06, 2.80616902e-06, ...,
       2.80950365e-06, 2.80784917e-06, 2.80809339e-06]), array([3.86836046e-06, 3.88356724e-06, 3.86800401e-06, ...,
       3.87343657e-06, 3.87227882e-06, 3.87149942e-06]), array([4.99820478e-06, 5.02113393e-06, 4.99776541e-06, ...,
       5.00601464e-06, 5.00348244e-06, 5.00293813e-06]), array([6.25406595e-06, 6.28471662e-06, 6.25383807e-06, ...,
       6.26483923e-06, 6.26073615e-06, 6.26173963e-06]), array([1.78220988e-05, 1.79094434e-05, 1.78214494e-05, ...,
       1.78527992e-05, 1.78411067e-05, 1.78439663e-05]), array([1.78220988e-05, 1.79094434e-05, 1.78214494e-05, ...,
       1.78527992e-05, 1.78411067e-05, 1.78439663e-05])]",0.3,[],350,10000,0.1,25,0.7,21,1205.0133139744235,0.09340464413413095,6024.69295129558,8
12,8,exponential,"[0.00020133 0.00028361 0.00058018 0.00159327 0.00469604 0.01223477
 0.02676126 0.04498864]","[2.55311505 2.45028909 2.23547544 1.93211115 1.60689836 1.31734893
 1.07810223 0.91659397]","[array([1.50856877e-06, 1.50929134e-06, 1.50860312e-06, ...,
       1.50880209e-06, 1.50884350e-06, 1.50888042e-06]), array([1.67098385e-06, 1.67332894e-06, 1.67104682e-06, ...,
       1.67179982e-06, 1.67196744e-06, 1.67209594e-06]), array([2.06952646e-06, 2.07404497e-06, 2.06964311e-06, ...,
       2.07084498e-06, 2.07116671e-06, 2.07159202e-06]), array([2.79703098e-06, 2.80577062e-06, 2.79717201e-06, ...,
       2.79971668e-06, 2.79960538e-06, 2.79989608e-06]), array([3.85111637e-06, 3.86908966e-06, 3.85148116e-06, ...,
       3.85543441e-06, 3.85544070e-06, 3.85656959e-06]), array([5.08090704e-06, 5.10578133e-06, 5.08137444e-06, ...,
       5.08754867e-06, 5.08718777e-06, 5.08911912e-06]), array([6.29896409e-06, 6.33182100e-06, 6.29959014e-06, ...,
       6.30870168e-06, 6.30686986e-06, 6.31179704e-06]), array([1.77850843e-05, 1.78778555e-05, 1.77868519e-05, ...,
       1.78125783e-05, 1.78074062e-05, 1.78213180e-05]), array([1.77850843e-05, 1.78778555e-05, 1.77868519e-05, ...,
       1.78125783e-05, 1.78074062e-05, 1.78213180e-05])]",0.3,[],300,10000,0.1,15,0.5,21,1183.7619296213281,0.09175737769330503,5918.442618595867,8
13,8,exponential,"[0.00020689 0.00044121 0.00253193 0.01458152 0.05056351 0.1026946
 0.13755405 0.09192595]","[4.24155192 3.86277116 2.98811972 2.10665581 1.46631919 1.08381837
 0.91787778 1.14517131]","[array([2.78805533e-07, 2.79090062e-07, 2.78811966e-07, ...,
       2.78915142e-07, 2.78957877e-07, 2.79023919e-07]), array([4.06729833e-07, 4.07839263e-07, 4.06773208e-07, ...,
       4.07086368e-07, 4.07194315e-07, 4.07213063e-07]), array([9.71331665e-07, 9.74771679e-07, 9.71346069e-07, ...,
       9.72444056e-07, 9.72900669e-07, 9.73083188e-07]), array([2.29879326e-06, 2.31023171e-06, 2.29883091e-06, ...,
       2.30209548e-06, 2.30341244e-06, 2.30452280e-06]), array([4.10402412e-06, 4.12762589e-06, 4.10409563e-06, ...,
       4.11035062e-06, 4.11229768e-06, 4.11891012e-06]), array([5.36638584e-06, 5.40674073e-06, 5.36649270e-06, ...,
       5.37469375e-06, 5.37742858e-06, 5.38596701e-06]), array([5.48828991e-06, 5.53727486e-06, 5.48839469e-06, ...,
       5.49679428e-06, 5.49958148e-06, 5.51348482e-06]), array([1.18638084e-05, 1.19696971e-05, 1.18640349e-05, ...,
       1.18821919e-05, 1.18882169e-05, 1.19182712e-05]), array([1.18638084e-05, 1.19696971e-05, 1.18640349e-05, ...,
       1.18821919e-05, 1.18882169e-05, 1.19182712e-05])]",0.5,[],400,10000,0.1,15,0.3,21,1189.9017093931998,0.09223329272096735,5949.139613795115,8
14,8,exponential,"[0.00021146 0.00027976 0.00057537 0.00159304 0.00467159 0.01195725
 0.02636914 0.05017857]","[2.5383769  2.45438468 2.23797876 1.93215478 1.60847174 1.32431651
 1.08265141 0.88220578]","[array([1.53113335e-06, 1.53163271e-06, 1.53104647e-06, ...,
       1.53139335e-06, 1.53128713e-06, 1.53116941e-06]), array([1.66432383e-06, 1.66614463e-06, 1.66423417e-06, ...,
       1.66512135e-06, 1.66481028e-06, 1.66486031e-06]), array([2.06463661e-06, 2.06776124e-06, 2.06448901e-06, ...,
       2.06598604e-06, 2.06593969e-06, 2.06562971e-06]), array([2.79738108e-06, 2.80453911e-06, 2.79712395e-06, ...,
       2.79966886e-06, 2.80008624e-06, 2.79935740e-06]), array([3.84585177e-06, 3.85842730e-06, 3.84551993e-06, ...,
       3.84940056e-06, 3.84998677e-06, 3.84961913e-06]), array([5.04694531e-06, 5.06635000e-06, 5.04642726e-06, ...,
       5.05197814e-06, 5.05407104e-06, 5.05351532e-06]), array([6.27429856e-06, 6.30186539e-06, 6.27367944e-06, ...,
       6.28116622e-06, 6.28338611e-06, 6.28587680e-06]), array([1.78023412e-05, 1.78805578e-05, 1.78005846e-05, ...,
       1.78218271e-05, 1.78281257e-05, 1.78351927e-05]), array([1.78023412e-05, 1.78805578e-05, 1.78005846e-05, ...,
       1.78218271e-05, 1.78281257e-05, 1.78351927e-05])]",0.3,[],350,10000,0.1,15,0.5,21,1170.5358388657246,0.0907321788129389,5852.316265613372,8
15,10,exponential,"[0.00021228 0.00029126 0.00057185 0.0015896  0.00464045 0.01220248
 0.02646572 0.04925993 0.06549995 0.10718867]","[2.53721131 2.44230524 2.23981865 1.93280534 1.61048798 1.31815162
 1.08152486 0.8880389  0.79738868 0.63593542]","[array([1.53276499e-06, 1.53437658e-06, 1.53275481e-06, ...,
       1.53340078e-06, 1.53314185e-06, 1.53311361e-06]), array([1.68438318e-06, 1.68746070e-06, 1.68441595e-06, ...,
       1.68550671e-06, 1.68524037e-06, 1.68503997e-06]), array([2.06057218e-06, 2.06554685e-06, 2.06061060e-06, ...,
       2.06210207e-06, 2.06209309e-06, 2.06208127e-06]), array([2.79525032e-06, 2.80677806e-06, 2.79522013e-06, ...,
       2.79772610e-06, 2.79762425e-06, 2.79744728e-06]), array([3.83772416e-06, 3.85609258e-06, 3.83768148e-06, ...,
       3.84159098e-06, 3.84176839e-06, 3.84137768e-06]), array([5.07798837e-06, 5.10460640e-06, 5.07819186e-06, ...,
       5.08429216e-06, 5.08358224e-06, 5.08538125e-06]), array([6.27914853e-06, 6.31943124e-06, 6.27965215e-06, ...,
       6.28734876e-06, 6.28825062e-06, 6.28936759e-06]), array([7.32196383e-06, 7.37142791e-06, 7.32284961e-06, ...,
       7.33298780e-06, 7.33384418e-06, 7.33588845e-06]), array([7.57532110e-06, 7.63194421e-06, 7.57663776e-06, ...,
       7.58727328e-06, 7.58849626e-06, 7.59154486e-06]), array([1.58016106e-05, 1.59197226e-05, 1.58043571e-05, ...,
       1.58265421e-05, 1.58290931e-05, 1.58354523e-05]), array([1.58016106e-05, 1.59197226e-05, 1.58043571e-05, ...,
       1.58265421e-05, 1.58290931e-05, 1.58354523e-05])]",0.3,[],350,10000,0.1,25,0.5,21,1179.7033262598727,0.09144278166497734,5898.150860172704,10
16,8,exponential,"[2.05990387e-04 4.36965725e-04 2.55250715e-03 1.33270875e-02
 4.60688808e-02 1.02463930e-01 1.57566489e-01 2.32726164e-01]","[4.24373752 3.86760937 2.98406172 2.15226998 1.51522689 1.08507123
 0.83822361 0.59649063]","[array([2.78206866e-07, 2.78511628e-07, 2.78219063e-07, ...,
       2.78258592e-07, 2.78326304e-07, 2.78367467e-07]), array([4.04806678e-07, 4.05705269e-07, 4.04824943e-07, ...,
       4.04984051e-07, 4.05191605e-07, 4.05286398e-07]), array([9.75282327e-07, 9.78235330e-07, 9.75340072e-07, ...,
       9.76187258e-07, 9.76719325e-07, 9.77026370e-07]), array([2.19623345e-06, 2.20704941e-06, 2.19635449e-06, ...,
       2.19839696e-06, 2.20008633e-06, 2.20188033e-06]), array([3.93524895e-06, 3.95680429e-06, 3.93551017e-06, ...,
       3.93956825e-06, 3.94243741e-06, 3.94867908e-06]), array([5.42260943e-06, 5.45815271e-06, 5.42295163e-06, ...,
       5.42870835e-06, 5.43250839e-06, 5.44721749e-06]), array([5.99951516e-06, 6.04301890e-06, 5.99987233e-06, ...,
       6.00633564e-06, 6.01171491e-06, 6.02815832e-06]), array([1.18737835e-05, 1.19598828e-05, 1.18744904e-05, ...,
       1.18872821e-05, 1.18979284e-05, 1.19304719e-05]), array([1.18737835e-05, 1.19598828e-05, 1.18744904e-05, ...,
       1.18872821e-05, 1.18979284e-05, 1.19304719e-05])]",0.5,[],300,10000,0.1,12,0.3,21,1184.6523667144581,0.09182639847410728,5922.894527978394,8
17,12,exponential,"[2.02127952e-04 4.44595731e-04 2.64727329e-03 1.44161979e-02
 5.04024902e-02 1.12006703e-01 8.69495950e-02 1.10211729e-01
 2.77257632e-01 1.21986495e-01 1.46878754e-01 1.48021836e-01]","[4.25320374 3.85895023 2.96578717 2.11244087 1.46799882 1.03520274
 1.17573125 1.04429011 0.47905283 0.98687582 0.87964712 0.87510055]","[array([2.75624930e-07, 2.75779092e-07, 2.75591106e-07, ...,
       2.75656807e-07, 2.75686186e-07, 2.75716343e-07]), array([4.08355257e-07, 4.09348913e-07, 4.08331606e-07, ...,
       4.08599380e-07, 4.08606248e-07, 4.08619035e-07]), array([9.93362051e-07, 9.97658943e-07, 9.93287346e-07, ...,
       9.94430568e-07, 9.94068393e-07, 9.94430281e-07]), array([2.28480546e-06, 2.29603527e-06, 2.28462669e-06, ...,
       2.28823020e-06, 2.28677895e-06, 2.28863845e-06]), array([4.09791939e-06, 4.12044779e-06, 4.09761066e-06, ...,
       4.10430775e-06, 4.10153621e-06, 4.10943631e-06]), array([5.63590243e-06, 5.67467590e-06, 5.63547915e-06, ...,
       5.64469466e-06, 5.64350725e-06, 5.65245688e-06]), array([4.21109567e-06, 4.24634648e-06, 4.21079767e-06, ...,
       4.21782316e-06, 4.21703049e-06, 4.22373593e-06]), array([4.27949161e-06, 4.31984553e-06, 4.27916319e-06, ...,
       4.28631948e-06, 4.28563681e-06, 4.29265087e-06]), array([6.63466993e-06, 6.69884889e-06, 6.63415390e-06, ...,
       6.64531541e-06, 6.64457296e-06, 6.65569153e-06]), array([3.45750570e-06, 3.49101368e-06, 3.45723596e-06, ...,
       3.46305478e-06, 3.46267174e-06, 3.46853791e-06]), array([3.38957932e-06, 3.42286886e-06, 3.38931381e-06, ...,
       3.39507896e-06, 3.39464254e-06, 3.40049138e-06]), array([7.13523331e-06, 7.20530945e-06, 7.13467439e-06, ...,
       7.14681031e-06, 7.14589163e-06, 7.15820373e-06]), array([7.13523331e-06, 7.20530945e-06, 7.13467439e-06, ...,
       7.14681031e-06, 7.14589163e-06, 7.15820373e-06])]",0.5,[],400,10000,0.1,12,0.5,21,1186.6173858193076,0.09197871372911462,5932.719014241622,12
18,10,exponential,"[0.00019771 0.00025309 0.00034524 0.00057905 0.00106611 0.00217825
 0.00434241 0.00825298 0.01451223 0.02422192]","[1.70570336 1.65630302 1.59418311 1.49070697 1.36853435 1.22541083
 1.08699464 0.95777871 0.84362903 0.73919545]","[array([3.52042285e-06, 3.52201934e-06, 3.52032534e-06, ...,
       3.52111745e-06, 3.52047963e-06, 3.52122038e-06]), array([3.69753459e-06, 3.70099633e-06, 3.69741949e-06, ...,
       3.69929767e-06, 3.69885425e-06, 3.69892956e-06]), array([3.93268966e-06, 3.93793076e-06, 3.93264276e-06, ...,
       3.93512116e-06, 3.93487730e-06, 3.93460158e-06]), array([4.35856208e-06, 4.36741122e-06, 4.35854781e-06, ...,
       4.36186166e-06, 4.36175707e-06, 4.36196428e-06]), array([4.91924657e-06, 4.93170321e-06, 4.91930514e-06, ...,
       4.92357256e-06, 4.92327914e-06, 4.92360524e-06]), array([5.66456712e-06, 5.68602401e-06, 5.66446757e-06, ...,
       5.67052648e-06, 5.66917185e-06, 5.67045393e-06]), array([6.48093999e-06, 6.50717737e-06, 6.48083590e-06, ...,
       6.48815975e-06, 6.48659239e-06, 6.48826411e-06]), array([7.32766881e-06, 7.36566992e-06, 7.32684728e-06, ...,
       7.33608328e-06, 7.33480747e-06, 7.33635103e-06]), array([8.12711973e-06, 8.17365239e-06, 8.12636408e-06, ...,
       8.13714225e-06, 8.13569764e-06, 8.13809247e-06]), array([1.85965896e-05, 1.87030663e-05, 1.85948605e-05, ...,
       1.86195233e-05, 1.86162177e-05, 1.86216976e-05]), array([1.85965896e-05, 1.87030663e-05, 1.85948605e-05, ...,
       1.86195233e-05, 1.86162177e-05, 1.86216976e-05])]",0.2,[],350,25000,0.1,15,0.7,21,1172.7107808066462,0.0909007658946319,5863.1903009696525,10
19,8,exponential,"[0.00020905 0.00043843 0.00256262 0.00960462 0.03614414 0.09056834
 0.07304829 0.10473267]","[4.23636618 3.86593772 2.98208001 2.31792974 1.6417134  1.15335757
 1.27039038 1.07285562]","[array([2.80290647e-07, 2.81149952e-07, 2.80279299e-07, ...,
       2.80395466e-07, 2.80374573e-07, 2.80379297e-07]), array([4.05487796e-07, 4.07219603e-07, 4.05481054e-07, ...,
       4.05840672e-07, 4.05719889e-07, 4.05748906e-07]), array([9.77312378e-07, 9.82422942e-07, 9.77256489e-07, ...,
       9.78408109e-07, 9.78348968e-07, 9.78267162e-07]), array([1.86104966e-06, 1.87133318e-06, 1.86099149e-06, ...,
       1.86353077e-06, 1.86329141e-06, 1.86349429e-06]), array([3.53011968e-06, 3.55486275e-06, 3.53003133e-06, ...,
       3.53516828e-06, 3.53470459e-06, 3.53977532e-06]), array([5.21565654e-06, 5.25360424e-06, 5.21576679e-06, ...,
       5.22362001e-06, 5.22309681e-06, 5.23366752e-06]), array([4.02448442e-06, 4.05936819e-06, 4.02456533e-06, ...,
       4.03070080e-06, 4.03046916e-06, 4.03850847e-06]), array([1.28945092e-05, 1.30062773e-05, 1.28947684e-05, ...,
       1.29144265e-05, 1.29136844e-05, 1.29394424e-05]), array([1.28945092e-05, 1.30062773e-05, 1.28947684e-05, ...,
       1.29144265e-05, 1.29136844e-05, 1.29394424e-05])]",0.5,[],350,10000,0.1,25,0.5,21,1188.7181341032078,0.0921415498103409,5943.222104316798,8
