,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__nn1,param_clf__lr,param_clf__kernel_initializer,param_clf__epochs,param_clf__dropout,param_clf__batch_size,param_clf__act1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,88.06888550519943,2.556159488621361,0.30234295129776,0.06110416014996425,25,0.1,uniform,250,0.1,500,softmax,"{'clf__nn1': 25, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 250, 'clf__dropout': 0.1, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.09144848380093426,-0.09886696770094162,-0.09026910031084405,-0.0826807836893686,-0.09081633387552214,0.005738008363642391,1
1,151.51377320289612,8.432164506426808,1.425650954246521,1.7050670244202388,10,0.05,uniform,400,0.3,500,softmax,"{'clf__nn1': 10, 'clf__lr': 0.05, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 400, 'clf__dropout': 0.3, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.09318704504606336,-0.10081734935673632,-0.09194570970396664,-0.08412924498435138,-0.09251983727277942,0.005916619271426044,17
2,51.139636754989624,0.9162946605847827,0.29653894901275635,0.08545639922383737,10,0.1,uniform,250,0.2,1000,softmax,"{'clf__nn1': 10, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 250, 'clf__dropout': 0.2, 'clf__batch_size': 1000, 'clf__act1': 'softmax'}",-0.09274092270422352,-0.09949121560699256,-0.09135066792946453,-0.08319203047327293,-0.09169370917848839,0.005794263990712976,8
3,5.335939466953278,1.5285463312316132,0.3722084164619446,0.16484708533654735,25,0.1,uniform,100,0.1,51600,softmax,"{'clf__nn1': 25, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 100, 'clf__dropout': 0.1, 'clf__batch_size': 51600, 'clf__act1': 'softmax'}",-0.18083083629608154,-0.18141406774520874,-0.17211510241031647,-0.17615117132663727,-0.177627794444561,0.003780394553039405,30
4,144.49629813432693,2.709794941748183,0.2889050841331482,0.020413572401813528,15,0.01,uniform,400,0.2,500,softmax,"{'clf__nn1': 15, 'clf__lr': 0.01, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 400, 'clf__dropout': 0.2, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.12148991163617881,-0.12301925483138063,-0.11468061943386876,-0.11155319930047028,-0.11768574630047463,0.004731725566383767,26
5,15.949411690235138,0.2240616518632985,0.3368215560913086,0.09496997127696025,25,0.01,uniform,400,0.1,51600,softmax,"{'clf__nn1': 25, 'clf__lr': 0.01, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 400, 'clf__dropout': 0.1, 'clf__batch_size': 51600, 'clf__act1': 'softmax'}",-0.9533094167709351,-0.9628480076789856,-0.9440993070602417,-0.9680140018463135,-0.957067683339119,0.00915883984524076,37
6,6.759047508239746,0.873232685093213,0.2097650170326233,0.004971787575171037,15,0.1,uniform,100,0.1,10000,softmax,"{'clf__nn1': 15, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 100, 'clf__dropout': 0.1, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.11602563370567884,-0.1207360868421636,-0.11131860338902289,-0.10830230722131655,-0.11409565778954547,0.004719508634105088,25
7,79.71714842319489,0.9696273959206141,0.24541252851486206,0.013495311759919328,25,0.1,uniform,400,0.3,1000,softmax,"{'clf__nn1': 25, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 400, 'clf__dropout': 0.3, 'clf__batch_size': 1000, 'clf__act1': 'softmax'}",-0.09221992907367012,-0.09936667222154233,-0.09072828957045725,-0.08254190447718598,-0.09121419883571391,0.005977439102015128,4
8,5.974463641643524,0.25204032363232387,0.2124333381652832,0.008554054199063504,5,0.01,uniform,100,0.3,10000,softmax,"{'clf__nn1': 5, 'clf__lr': 0.01, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 100, 'clf__dropout': 0.3, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.9701876330745313,-0.9523796152698901,-0.9905412594477335,-0.9865989856017653,-0.97492687334848,0.015090448162220105,38
9,22.170504331588745,0.6185206430983443,0.2191779613494873,0.016703685971601104,25,0.01,uniform,400,0.2,10000,softmax,"{'clf__nn1': 25, 'clf__lr': 0.01, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 400, 'clf__dropout': 0.2, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.5081527815308682,-0.49807744247968805,-0.5060751807782077,-0.5137594536293385,-0.5065162146045256,0.005624727741985892,35
10,93.09376841783524,1.9146809363485395,0.34013742208480835,0.11630539110860692,15,0.1,uniform,250,0.1,500,softmax,"{'clf__nn1': 15, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 250, 'clf__dropout': 0.1, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.09148273859606233,-0.09922231473895006,-0.09043136766079322,-0.08217467185716297,-0.09082777321324215,0.006040087075533741,2
11,21.301148891448975,0.5692477301771999,0.24267208576202393,0.01027545361290189,25,0.3,uniform,100,0.1,1000,softmax,"{'clf__nn1': 25, 'clf__lr': 0.3, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 100, 'clf__dropout': 0.1, 'clf__batch_size': 1000, 'clf__act1': 'softmax'}",-0.09240440175283787,-0.10078797957231832,-0.09116745468719985,-0.08290358257386111,-0.09181585464655428,0.006338265326270834,10
