,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__nn2,param_clf__nn1,param_clf__lr,param_clf__kernel_initializer,param_clf__epochs,param_clf__dropout,param_clf__batch_size,param_clf__act1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
30,6.9473389148712155,0.008007851365586785,0.21213054656982422,0.0020387072295815043,15,15,0.05,uniform,150,0.1,51600,softmax,"{'clf__nn2': 15, 'clf__nn1': 15, 'clf__lr': 0.05, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 150, 'clf__dropout': 0.1, 'clf__batch_size': 51600, 'clf__act1': 'softmax'}",-0.3017749786376953,-0.3121701180934906,-0.2933080196380615,-0.320748507976532,-0.31936630606651306,-0.3094735860824585,0.010515276052901965,39
31,18.0967658996582,0.23011873230179986,0.21833291053771972,0.004501044211447274,25,40,0.05,uniform,250,0.1,10000,softmax,"{'clf__nn2': 25, 'clf__nn1': 40, 'clf__lr': 0.05, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 250, 'clf__dropout': 0.1, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.10376204099766044,-0.11796271131020183,-0.11416556189457576,-0.09720810173555862,-0.10709164620831955,-0.10803801242926322,0.007382587848021854,34
32,19.560475730895995,0.1684713424469537,0.21173081398010254,0.0019386412542476464,25,40,0.1,uniform,450,0.2,51600,softmax,"{'clf__nn2': 25, 'clf__nn1': 40, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 450, 'clf__dropout': 0.2, 'clf__batch_size': 51600, 'clf__act1': 'softmax'}",-0.10112810879945755,-0.11512027680873871,-0.11177606135606766,-0.09376120567321777,-0.10338243842124939,-0.10503361821174621,0.007645232555200443,31
33,69.08763546943665,0.6159867817089693,0.27471251487731935,0.0019400571409061978,25,10,0.2,uniform,150,0.2,500,softmax,"{'clf__nn2': 25, 'clf__nn1': 10, 'clf__lr': 0.2, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 150, 'clf__dropout': 0.2, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.09007578452168279,-0.10535206964109527,-0.1065361387377908,-0.07853437830556849,-0.0900427584009346,-0.09410822592141439,0.010547135894905258,3
34,31.109316396713258,0.14774473961647733,0.22012920379638673,0.0032513518249782,15,10,0.1,uniform,450,0.1,10000,softmax,"{'clf__nn2': 15, 'clf__nn1': 10, 'clf__lr': 0.1, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 450, 'clf__dropout': 0.1, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.0977679243845533,-0.10502435012843257,-0.11067320498847222,-0.08184353822423507,-0.10063209817853085,-0.0991882231808448,0.009704692728712504,14
35,31.304357767105103,0.5055165796761512,0.2179347038269043,0.0010856240771424015,20,20,0.05,uniform,450,0.1,10000,softmax,"{'clf__nn2': 20, 'clf__nn1': 20, 'clf__lr': 0.05, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 450, 'clf__dropout': 0.1, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.09977154682079951,-0.11496203294558119,-0.1114624727719514,-0.09223278617674066,-0.10277122299569522,-0.10424001234215359,0.008166072090393248,29
36,69.2379412651062,0.28528120660520007,0.27431063652038573,0.0022440628310421242,20,40,0.3,uniform,150,0.1,500,softmax,"{'clf__nn2': 20, 'clf__nn1': 40, 'clf__lr': 0.3, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 150, 'clf__dropout': 0.1, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.09190772234122882,-0.10625382745277512,-0.10673331662059524,-0.08322880653909935,-0.09131146189143029,-0.09588702696902576,0.009188185425080764,9
37,15.201783180236816,0.01578286458162157,0.214333438873291,0.0017299781205285425,20,10,0.05,uniform,350,0.2,51600,softmax,"{'clf__nn2': 20, 'clf__nn1': 10, 'clf__lr': 0.05, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 350, 'clf__dropout': 0.2, 'clf__batch_size': 51600, 'clf__act1': 'softmax'}",-0.16736291348934174,-0.1933201551437378,-0.17384333908557892,-0.16539853811264038,-0.16962116956710815,-0.1739092230796814,0.010104077939956465,38
38,18.142327117919923,0.3119261208002422,0.2213235855102539,0.004546250351432835,20,40,0.3,uniform,250,0.1,10000,softmax,"{'clf__nn2': 20, 'clf__nn1': 40, 'clf__lr': 0.3, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 250, 'clf__dropout': 0.1, 'clf__batch_size': 10000, 'clf__act1': 'softmax'}",-0.08956768871970879,-0.10455547169197438,-0.10261616318724877,-0.08022256172442621,-0.09012091425500175,-0.09341655991567197,0.009038415060054069,1
39,159.9098946094513,0.8285533267821511,0.27730722427368165,0.0030728378441200327,20,10,0.05,uniform,350,0.1,500,softmax,"{'clf__nn2': 20, 'clf__nn1': 10, 'clf__lr': 0.05, 'clf__kernel_initializer': 'uniform', 'clf__epochs': 350, 'clf__dropout': 0.1, 'clf__batch_size': 500, 'clf__act1': 'softmax'}",-0.08938915948130825,-0.10359809363564086,-0.10103107030077497,-0.08176044354489607,-0.10011389254512944,-0.09517853190154993,0.008283247410985503,7
